Sensor,Traffic Flow,Red Light Flow,Battery Power Level%,Light Status,Bulb Status,Accident Status,Gunshot 
EW1,0,0,32,R,N/A,0,0,
EW1,0,0,67,R,N/A,0,0,
EW1,0,0,38,R,N/A,0,0,
EW1,0,0,56,R,N/A,0,0,
EW1,0,0,77,R,N/A,0,0,
EW1,0,0,66,R,N/A,0,0,
EW1,11,0,38,G,N/A,0,0,
EW1,11,0,69,G,N/A,0,0,
EW1,24,0,51,G,N/A,0,1,
EW1,8,0,32,G,N/A,0,0,
EW1,15,0,65,G,N/A,0,0,
EW1,11,0,82,G,N/A,0,0,
EW1,8,0,50,G,N/A,0,0,
EW1,13,0,70,G,N/A,0,0,
EW1,9,0,74,G,N/A,0,0,
EW1,3,0,44,G,N/A,0,0,
EW1,8,0,51,G,N/A,0,0,
EW1,2,0,57,G,N/A,0,0,
EW1,4,0,41,G,N/A,0,0,
EW1,23,0,44,G,N/A,0,0,
EW1,17,0,60,G,N/A,0,0,
EW1,23,0,67,G,N/A,0,0,
EW1,20,0,40,G,N/A,0,0,
EW1,4,0,63,G,N/A,0,0,
EW1,13,0,38,G,N/A,0,0,
EW1,22,0,63,G,N/A,0,0,
EW1,9,0,44,G,N/A,0,0,
EW1,1,0,38,G,N/A,0,0,
EW1,9,0,63,G,N/A,0,0,
EW1,21,0,66,G,N/A,0,0,
EW1,13,0,53,G,N/A,0,0,
EW1,1,0,32,A,N/A,0,0,
EW1,3,0,69,A,N/A,0,1,
EW1,18,0,78,A,N/A,0,0,
EW1,24,0,76,A,N/A,0,0,
EW1,18,0,49,A,N/A,0,0,
EW1,0,2,48,R,N/A,0,0,
EW1,0,1,37,R,N/A,0,0,
EW1,0,2,55,R,N/A,0,0,
EW1,0,1,74,R,N/A,0,0,
EW1,0,0,67,R,N/A,0,0,
EW1,0,0,74,R,N/A,0,0,
EW1,0,0,83,R,N/A,0,0,
EW1,0,0,54,R,N/A,0,0,
EW1,0,0,38,R,N/A,0,0,
EW1,0,0,69,R,N/A,0,0,
EW1,0,0,70,R,N/A,0,0,
EW1,0,0,41,R,N/A,0,0,
EW1,0,0,45,R,N/A,0,0,
EW1,0,0,70,R,N/A,0,0,
EW1,0,0,87,R,N/A,0,0,
EW1,0,0,96,R,N/A,0,0,
EW1,0,0,70,R,N/A,0,0,
EW1,0,0,43,R,N/A,0,0,
EW1,0,0,60,R,N/A,0,0,
EW1,0,0,37,R,N/A,0,1,
EW1,0,0,24,R,N/A,0,0,
EW1,0,0,38,R,N/A,0,0,
EW1,0,0,38,R,N/A,0,0,
EW1,0,0,41,R,N/A,0,0,
EW1,0,0,54,R,N/A,0,0,
EW1,0,0,77,R,N/A,0,0,
EW1,0,0,57,R,N/A,0,0,
EW1,0,0,35,R,N/A,0,0,
EW1,0,0,55,R,N/A,0,0,
EW1,0,0,65,R,N/A,0,0,
EW1,15,0,53,G,N/A,0,0,
EW1,18,0,34,G,N/A,0,0,
EW1,8,0,70,G,N/A,0,0,
EW1,14,0,40,G,N/A,0,1,
EW1,1,0,71,G,N/A,0,0,
EW1,22,0,47,G,N/A,0,1,
EW1,11,0,62,G,N/A,0,0,
EW1,8,0,64,G,N/A,0,0,
EW1,11,0,40,G,N/A,0,1,
EW1,4,0,41,G,N/A,0,0,
EW1,6,0,52,G,N/A,0,0,
EW1,21,0,50,G,N/A,0,0,
EW1,8,0,72,G,N/A,0,0,
EW1,19,0,69,G,N/A,0,1,
EW1,24,0,42,G,N/A,0,0,
EW1,2,0,66,G,N/A,0,0,
EW1,0,0,55,G,N/A,0,1,
EW1,14,0,60,G,N/A,0,0,
EW1,13,0,54,G,N/A,0,0,
EW1,19,0,46,G,N/A,0,0,
EW1,10,0,74,G,N/A,0,0,
EW1,10,0,68,G,N/A,0,0,
EW1,6,0,52,G,N/A,0,0,
EW1,4,0,56,G,N/A,0,0,
EW1,16,0,81,G,N/A,0,0,
EW1,8,0,55,A,N/A,0,0,
EW1,8,0,46,A,N/A,0,1,
EW1,16,0,58,A,N/A,0,0,
EW1,9,0,34,A,N/A,0,0,
EW1,2,0,70,A,N/A,0,0,
EW1,0,2,78,R,N/A,0,0,
EW1,0,3,69,R,N/A,0,0,
EW1,0,0,79,R,N/A,0,0,
EW1,0,0,61,R,N/A,0,0,
EW1,0,0,68,R,N/A,0,0,
EW1,0,0,63,R,N/A,0,0,
EW1,0,0,51,R,N/A,0,0,
EW1,0,0,39,R,N/A,0,0,
EW1,0,0,36,R,N/A,0,0,
EW1,0,0,53,R,N/A,0,0,
EW1,0,0,76,R,N/A,0,0,
EW1,0,0,43,R,N/A,0,0,
EW1,0,0,74,R,N/A,0,0,
EW1,0,0,85,R,N/A,0,0,
EW1,0,0,94,R,N/A,0,0,
EW1,0,0,71,R,N/A,0,0,
EW1,0,0,71,R,N/A,0,1,
EW1,0,0,46,R,N/A,0,0,
EW1,0,0,77,R,N/A,0,0,
EW1,0,0,52,R,N/A,0,0,
EW1,0,0,60,R,N/A,0,0,
EW1,0,0,35,R,N/A,0,0,
EW1,0,0,62,R,N/A,0,0,
EW1,0,0,69,R,N/A,0,0,
EW1,0,0,82,R,N/A,0,0,
EW1,0,0,75,R,N/A,0,0,
EW1,0,0,42,R,N/A,0,0,
EW1,0,0,44,R,N/A,0,0,
EW1,0,0,63,R,N/A,0,0,
EW1,0,0,46,R,N/A,0,0,
EW1,15,0,53,G,N/A,0,0,
EW1,3,0,40,G,N/A,0,0,
EW1,15,0,69,G,N/A,0,0,
EW1,6,0,76,G,N/A,0,1,
EW1,24,0,44,G,N/A,0,0,
EW1,7,0,67,G,N/A,0,0,
EW1,17,0,84,G,N/A,0,0,
EW1,21,0,56,G,N/A,0,0,
EW1,24,0,36,G,N/A,0,0,
EW1,0,0,70,G,N/A,0,0,
EW1,18,0,71,G,N/A,0,0,
EW1,2,0,79,G,N/A,0,0,
EW1,0,0,59,G,N/A,0,0,
EW1,1,0,56,G,N/A,0,0,
EW1,6,0,67,G,N/A,0,0,
EW1,15,0,62,G,N/A,0,0,
EW1,15,0,41,G,N/A,0,0,
EW1,3,0,52,G,N/A,0,0,
EW1,7,0,39,G,N/A,0,0,
EW1,20,0,43,G,N/A,0,0,
EW1,17,0,64,G,N/A,0,0,
EW1,2,0,43,G,N/A,0,0,
EW1,11,0,58,G,N/A,0,1,
EW1,2,0,69,G,N/A,0,0,
EW1,4,0,39,G,N/A,0,0,
EW1,16,0,46,A,N/A,0,0,
EW1,0,0,67,A,N/A,0,0,
EW1,2,0,84,A,N/A,0,0,
EW1,0,0,72,A,N/A,0,0,
EW1,18,0,62,A,N/A,0,0,
EW1,0,2,73,R,N/A,0,0,
EW1,0,1,57,R,N/A,0,0,
EW1,0,0,72,R,N/A,0,0,
EW1,0,0,87,R,N/A,0,1,
EW1,0,0,87,R,N/A,0,0,
EW1,0,0,93,R,N/A,0,0,
EW1,0,0,69,R,N/A,0,0,
EW1,0,0,61,R,N/A,0,0,
EW1,0,0,39,R,N/A,0,0,
EW1,0,0,67,R,N/A,0,0,
EW1,0,0,46,R,N/A,0,0,
EW1,0,0,48,R,N/A,0,1,
EW1,0,0,77,R,N/A,0,0,
EW1,0,0,83,R,N/A,0,0,
EW1,0,0,72,R,N/A,0,1,
EW1,0,0,58,R,N/A,0,0,
EW1,0,0,71,R,N/A,0,1,
EW1,0,0,51,R,N/A,0,0,
EW1,0,3,42,R,N/A,0,0,
EW1,0,0,58,R,N/A,0,0,
EW1,0,0,51,R,N/A,0,0,
EW1,0,0,47,R,N/A,0,0,
EW1,0,0,33,R,N/A,0,0,
EW1,0,0,56,R,N/A,0,0,
EW1,0,0,39,R,N/A,0,0,
EW1,0,0,56,R,N/A,0,0,
EW1,0,0,38,R,N/A,0,0,
EW1,0,0,44,R,N/A,0,0,
EW1,0,0,35,R,N/A,0,0,
EW1,0,0,45,R,N/A,0,0,
EW1,15,0,33,G,N/A,0,0,
EW1,19,0,26,G,N/A,0,0,
EW1,1,0,31,G,N/A,0,0,
EW1,8,0,54,G,N/A,0,0,
EW1,0,0,73,G,N/A,0,0,
EW1,8,0,43,G,N/A,0,0,
EW1,10,0,69,G,N/A,0,0,
EW1,0,0,78,G,N/A,0,0,
EW1,0,0,49,G,N/A,0,0,
EW1,11,0,74,G,N/A,0,0,
EW1,6,0,66,G,N/A,0,0,
EW1,19,0,66,G,N/A,0,0,
EW1,9,0,76,G,N/A,0,0,
EW1,9,0,44,G,N/A,0,0,
EW1,20,0,56,G,N/A,0,0,
EW1,8,0,54,G,N/A,0,0,
EW1,20,0,35,G,N/A,0,0,
EW1,23,0,51,G,N/A,0,0,
EW1,8,0,69,G,N/A,0,0,
EW1,4,0,82,G,N/A,0,0,
EW1,12,0,55,G,N/A,0,0,
EW1,22,0,52,G,N/A,0,0,
EW1,14,0,56,G,N/A,0,0,
EW1,17,0,53,G,N/A,0,0,
EW1,9,0,73,G,N/A,0,0,
EW1,23,0,62,A,N/A,0,0,
EW1,22,0,69,A,N/A,0,0,
EW1,13,0,49,A,N/A,0,0,
EW1,17,0,34,A,N/A,0,0,
EW1,15,0,67,A,N/A,0,1,
EW1,0,3,49,R,N/A,0,0,
EW1,0,0,29,R,N/A,0,0,
EW1,0,0,52,R,N/A,0,0,
EW1,0,0,54,R,N/A,0,0,
EW1,0,0,38,R,N/A,0,0,
EW1,0,0,40,R,N/A,0,0,
EW1,0,0,39,R,N/A,0,1,
EW1,0,0,33,R,N/A,0,0,
EW1,0,0,26,R,N/A,0,1,
EW1,0,0,41,R,N/A,0,0,
EW1,0,0,64,R,N/A,0,0,
EW1,0,0,73,R,N/A,0,0,
EW1,0,0,72,R,N/A,0,0,
EW1,0,0,61,R,N/A,0,0,
EW1,0,0,75,R,N/A,0,0,
EW1,0,0,67,R,N/A,0,0,
EW1,0,0,43,R,N/A,0,0,
EW1,0,0,44,R,N/A,0,0,
EW1,0,0,65,R,N/A,0,0,
EW1,0,0,54,R,N/A,0,0,
EW1,0,0,74,R,N/A,0,0,
EW1,0,0,81,R,N/A,0,0,
EW1,0,0,49,R,N/A,0,0,
EW1,0,0,68,R,N/A,0,0,
EW1,0,0,67,R,N/A,0,0,
EW1,0,0,53,R,N/A,0,0,
EW1,0,0,49,R,N/A,0,0,
EW1,0,0,43,R,N/A,0,0,
EW1,0,0,62,R,N/A,0,0,
EW1,0,0,58,R,N/A,0,0,
EW1,4,0,53,G,N/A,0,0,
EW1,20,0,57,G,N/A,0,1,
EW1,1,0,65,G,N/A,0,0,
EW1,23,0,61,G,N/A,0,0,
EW1,21,0,62,G,N/A,0,0,
EW1,23,0,55,G,N/A,0,0,
EW1,2,0,40,G,N/A,0,0,
EW1,3,0,74,G,N/A,0,0,
EW1,16,0,63,G,N/A,0,0,
EW1,9,0,64,G,N/A,0,0,
EW1,8,0,54,G,N/A,0,0,
EW1,15,0,63,G,N/A,0,0,
EW1,2,0,46,G,N/A,0,0,
EW1,23,0,64,G,N/A,0,0,
EW1,12,0,49,G,N/A,0,0,
EW1,22,0,42,G,N/A,0,1,
EW1,9,0,38,G,N/A,0,1,
EW1,9,0,45,G,N/A,0,0,
EW1,18,0,71,G,N/A,0,0,
EW1,22,0,76,G,N/A,0,0,
EW1,19,0,63,G,N/A,0,0,
EW1,17,0,52,G,N/A,0,0,
EW1,23,0,63,G,N/A,0,0,
EW1,5,0,81,G,N/A,0,0,
EW1,7,0,71,G,N/A,0,0,
EW1,17,0,55,A,N/A,0,1,
EW1,4,0,44,A,N/A,0,0,
EW1,11,0,29,A,N/A,0,0,
EW1,3,0,57,A,N/A,0,0,
EW1,21,0,38,A,N/A,0,1,
EW1,0,3,66,R,N/A,0,0,
EW1,0,1,74,R,N/A,0,0,
EW1,0,0,50,R,N/A,0,0,
EW1,0,0,71,R,N/A,0,0,
EW1,0,0,61,R,N/A,0,0,
EW1,0,0,62,R,N/A,0,0,
EW1,0,0,44,R,N/A,0,0,
EW1,0,0,28,R,N/A,0,0,
EW1,0,0,46,R,N/A,0,1,
EW1,0,0,66,R,N/A,0,0,
EW1,0,0,54,R,N/A,0,0,
EW1,0,0,75,R,N/A,0,0,
EW1,0,0,55,R,N/A,0,0,
EW1,0,0,46,R,N/A,0,0,
EW1,0,0,43,R,N/A,0,0,
EW1,0,0,28,R,N/A,0,0,
EW1,0,0,49,R,N/A,0,0,
EW1,0,0,37,R,N/A,0,0,
EW1,0,0,70,R,N/A,0,0,
EW1,0,0,43,R,N/A,0,0,
EW1,0,0,37,R,N/A,0,0,
EW1,0,0,42,R,N/A,0,0,
EW1,0,0,64,R,N/A,0,0,
EW1,0,0,70,R,N/A,0,0,
EW1,0,0,60,R,N/A,0,0,
EW1,0,0,56,R,N/A,0,0,
EW1,0,0,69,R,N/A,0,0,
EW1,0,0,66,R,N/A,0,0,
EW1,0,0,86,R,N/A,0,0,
EW1,0,0,77,R,N/A,0,0,
EW1,21,0,48,G,N/A,0,0,
EW1,23,0,73,G,N/A,0,0,
EW1,9,0,55,G,N/A,0,0,
EW1,17,0,35,G,N/A,0,0,
EW1,18,0,71,G,N/A,0,0,
EW1,23,0,74,G,N/A,0,0,
EW1,16,0,51,G,N/A,0,0,
EW1,17,0,47,G,N/A,0,0,
EW1,7,0,73,G,N/A,0,0,
EW1,5,0,54,G,N/A,0,1,
EW1,20,0,77,G,N/A,0,0,
EW1,24,0,79,G,N/A,0,0,
EW1,12,0,45,G,N/A,0,0,
EW1,8,0,67,G,N/A,0,0,
EW1,24,0,60,G,N/A,0,0,
EW1,16,0,36,G,N/A,0,0,
EW1,15,0,53,G,N/A,0,0,
EW1,10,0,53,G,N/A,0,0,
EW1,10,0,79,G,N/A,0,0,
EW1,11,0,72,G,N/A,0,0,
EW1,15,0,44,G,N/A,0,0,
EW1,14,0,58,G,N/A,0,0,
EW1,18,0,35,G,N/A,0,0,
EW1,11,0,69,G,N/A,0,0,
EW1,4,0,48,G,N/A,0,0,
EW1,14,0,76,A,N/A,0,0,
EW1,21,0,89,A,N/A,0,0,
EW1,24,0,98,A,N/A,0,0,
EW1,10,0,60,A,N/A,0,0,
EW1,15,0,54,A,N/A,0,1,
EW1,0,1,54,R,N/A,0,0,
EW1,0,3,75,R,N/A,0,0,
EW1,0,0,87,R,N/A,0,0,
EW1,0,0,51,R,N/A,0,0,
EW1,0,0,38,R,N/A,0,0,
EW1,0,0,55,R,N/A,0,0,
EW1,0,0,72,R,N/A,0,1,
EW1,0,0,50,R,N/A,0,0,
EW1,0,0,51,R,N/A,0,0,
EW1,0,0,73,R,N/A,0,0,
EW1,0,0,66,R,N/A,0,0,
EW1,0,0,80,R,N/A,0,0,
EW1,0,0,74,R,N/A,0,0,
EW1,0,0,42,R,N/A,0,0,
EW1,0,0,58,R,N/A,0,0,
EW1,0,0,38,R,N/A,0,0,
EW1,0,0,47,R,N/A,0,0,
EW1,0,0,47,R,N/A,0,1,
EW1,0,0,36,R,N/A,0,0,
EW1,0,0,63,R,N/A,0,0,
EW1,0,0,78,R,N/A,0,0,
EW1,0,0,71,R,N/A,0,0,
EW1,0,0,75,R,N/A,0,0,
EW1,0,0,67,R,N/A,0,0,
EW1,0,0,76,R,N/A,0,1,
EW1,0,0,56,R,N/A,0,0,
EW1,0,0,55,R,N/A,0,0,
EW1,0,0,47,R,N/A,0,0,
EW1,0,0,50,R,N/A,0,0,
EW1,0,0,30,R,N/A,0,0,
EW1,18,0,22,G,N/A,0,0,
EW1,12,0,38,G,N/A,0,0,
EW1,16,0,40,G,N/A,0,0,
EW1,23,0,42,G,N/A,0,0,
EW1,4,0,45,G,N/A,0,0,
EW1,0,0,71,G,N/A,0,0,
EW1,4,0,65,G,N/A,0,0,
EW1,21,0,86,G,N/A,0,0,
EW1,9,0,92,G,N/A,0,0,
EW1,24,0,61,G,N/A,0,0,
EW1,17,0,67,G,N/A,0,1,
EW1,0,0,59,G,N/A,0,0,
EW1,20,0,51,G,N/A,0,0,
EW1,12,0,65,G,N/A,0,0,
EW1,24,0,86,G,N/A,0,1,
EW1,14,0,96,G,N/A,0,0,
EW1,18,0,72,G,N/A,0,0,
EW1,0,0,73,G,N/A,0,0,
EW1,4,0,64,G,N/A,0,0,
EW1,19,0,47,G,N/A,0,0,
EW1,7,0,36,G,N/A,0,0,
EW1,16,0,50,G,N/A,0,0,
EW1,7,0,43,G,N/A,0,0,
EW1,5,0,26,G,N/A,0,0,
EW1,3,0,62,G,N/A,0,0,
EW1,11,0,55,A,N/A,0,0,
EW1,9,0,74,A,N/A,0,0,
EW1,9,0,58,A,N/A,0,0,
EW1,18,0,63,A,N/A,0,0,
EW1,20,0,43,A,N/A,0,0,
EW1,0,2,30,R,N/A,0,0,
EW1,0,3,44,R,N/A,0,0,
EW1,0,0,33,R,N/A,0,0,
EW1,0,0,59,R,N/A,0,0,
EW1,0,0,68,R,N/A,0,0,
EW1,0,0,55,R,N/A,0,0,
EW1,0,0,67,R,N/A,0,0,
EW1,0,0,56,R,N/A,0,0,
EW1,0,0,80,R,N/A,0,0,
EW1,0,0,63,R,N/A,0,0,
EW1,0,0,51,R,N/A,0,0,
EW1,0,0,58,R,N/A,0,0,
EW1,0,0,46,R,N/A,0,0,
EW1,0,0,36,R,N/A,0,0,
EW1,0,0,41,R,N/A,0,0,
EW1,0,0,25,R,N/A,0,0,
EW1,0,0,49,R,N/A,0,0,
EW1,0,0,65,R,N/A,0,0,
EW1,0,0,67,R,N/A,0,0,
EW1,0,0,55,R,N/A,0,0,
EW1,0,0,67,R,N/A,0,0,
EW1,0,0,74,R,N/A,0,0,
EW1,0,0,57,R,N/A,0,1,
EW1,0,0,70,R,N/A,0,0,
EW1,0,0,58,R,N/A,0,0,
EW1,0,0,77,R,N/A,0,0,
EW1,0,0,49,R,N/A,0,1,
EW1,0,0,30,R,N/A,0,0,
EW1,0,0,31,R,N/A,0,0,
EW1,0,0,42,R,N/A,0,0,
EW1,19,0,58,G,N/A,0,0,
EW1,7,0,73,G,N/A,0,0,
EW1,24,0,52,G,N/A,0,0,
EW1,1,0,70,G,N/A,0,0,
EW1,2,0,88,G,N/A,0,0,
EW1,24,0,64,G,N/A,0,0,
EW1,23,0,39,G,N/A,0,0,
EW1,10,0,51,G,N/A,0,0,
EW1,24,0,69,G,N/A,0,0,
EW1,6,0,45,G,N/A,0,0,
EW1,20,0,47,G,N/A,0,0,
EW1,9,0,43,G,N/A,0,0,
EW1,17,0,29,G,N/A,0,0,
EW1,1,0,51,G,N/A,0,0,
EW1,14,0,72,G,N/A,0,1,
EW1,21,0,74,G,N/A,0,0,
EW1,16,0,44,G,N/A,0,0,
EW1,24,0,50,G,N/A,0,0,
EW1,23,0,43,G,N/A,0,0,
EW1,10,0,46,G,N/A,0,0,
EW1,12,0,67,G,N/A,0,0,
EW1,23,0,50,G,N/A,0,0,
EW1,0,0,61,G,N/A,0,0,
EW1,8,0,41,G,N/A,0,0,
EW1,20,0,36,G,N/A,0,0,
EW1,20,0,44,A,N/A,0,1,
EW1,9,0,65,A,N/A,0,0,
EW1,0,0,61,A,N/A,0,0,
EW1,11,0,58,A,N/A,0,0,
EW1,6,0,35,A,N/A,0,0,
EW1,0,3,30,R,N/A,0,0,
EW1,0,0,46,R,N/A,0,0,
EW1,0,0,55,R,N/A,0,0,
EW1,0,1,42,R,N/A,0,1,
EW1,0,0,53,R,N/A,0,0,
EW1,0,0,57,R,N/A,0,1,
EW1,0,0,35,R,N/A,0,0,
EW1,0,0,54,R,N/A,0,0,
EW1,0,2,48,R,N/A,0,0,
EW1,0,0,52,R,N/A,0,0,
EW1,0,0,71,R,N/A,0,0,
EW1,0,0,58,R,N/A,0,0,
EW1,0,0,34,R,N/A,0,0,
EW1,0,0,24,R,N/A,0,0,
EW1,0,0,50,R,N/A,0,0,
EW1,0,0,44,R,N/A,0,0,
EW1,0,0,63,R,N/A,0,0,
EW1,0,0,53,R,N/A,0,0,
EW1,0,0,73,R,N/A,0,0,
EW1,0,0,90,R,N/A,0,0,
EW1,0,0,91,R,N/A,0,0,
EW1,0,0,87,R,N/A,0,0,
EW1,0,0,80,R,N/A,0,0,
EW1,0,0,88,R,N/A,0,0,
EW1,0,0,90,R,N/A,0,0,
EW1,0,0,85,R,N/A,0,0,
EW1,0,0,75,R,N/A,0,0,
EW1,0,0,44,R,N/A,0,0,
EW1,0,0,47,R,N/A,0,0,
EW1,0,0,77,R,N/A,0,0,
EW1,15,0,66,G,N/A,0,0,
EW1,19,0,57,G,N/A,0,0,
EW1,4,0,71,G,N/A,0,0,
EW1,6,0,42,G,N/A,0,0,
EW1,19,0,32,G,N/A,0,0,
EW1,21,0,64,G,N/A,0,0,
EW1,11,0,74,G,N/A,0,0,
EW1,6,0,82,G,N/A,0,0,
EW1,15,0,53,G,N/A,0,0,
EW1,15,0,73,G,N/A,0,0,
EW1,24,0,77,G,N/A,0,0,
EW1,23,0,85,G,N/A,0,0,
EW1,2,0,94,G,N/A,0,0,
EW1,12,0,93,G,N/A,0,0,
EW1,7,0,69,G,N/A,0,0,
EW1,9,0,68,G,N/A,0,0,
EW1,0,0,50,G,N/A,0,0,
EW1,17,0,43,G,N/A,0,0,
EW1,21,0,40,G,N/A,0,0,
EW1,22,0,66,G,N/A,0,0,
EW1,21,0,80,G,N/A,0,0,
EW1,17,0,45,G,N/A,0,0,
EW1,18,0,58,G,N/A,0,0,
EW1,16,0,34,G,N/A,0,0,
EW1,8,0,62,G,N/A,0,0,
EW1,19,0,72,A,N/A,0,0,
EW1,23,0,45,A,N/A,0,0,
EW1,17,0,35,A,N/A,0,0,
EW1,19,0,22,A,N/A,0,0,
EW1,24,0,45,A,N/A,0,0,
EW1,0,2,59,R,N/A,0,0,
EW1,0,0,40,R,N/A,0,0,
EW1,0,0,69,R,N/A,0,0,
EW1,0,0,52,R,N/A,0,0,
EW1,0,0,78,R,N/A,0,0,
EW1,0,1,80,R,N/A,0,1,
EW1,0,0,45,R,N/A,0,0,
EW1,0,0,49,R,N/A,0,0,
EW1,0,0,59,R,N/A,0,1,
EW1,0,0,41,R,N/A,0,0,
EW1,0,0,25,R,N/A,0,0,
EW1,0,0,25,R,N/A,0,0,
EW1,0,0,32,R,N/A,0,0,
EW1,0,0,50,R,N/A,0,0,
EW1,0,0,54,R,N/A,0,0,
EW1,0,0,39,R,N/A,0,1,
EW1,0,0,34,R,N/A,0,0,
EW1,0,0,35,R,N/A,0,0,
EW1,0,0,34,R,N/A,0,1,
EW1,0,0,47,R,N/A,0,0,
EW1,0,0,33,R,N/A,0,1,
EW1,0,0,37,R,N/A,0,0,
EW1,0,0,70,R,N/A,0,0,
EW1,0,0,53,R,N/A,0,0,
EW1,0,0,56,R,N/A,0,0,
EW1,0,0,54,R,N/A,0,0,
EW1,0,0,36,R,N/A,0,0,
EW1,0,0,44,R,N/A,0,0,
EW1,0,0,73,R,N/A,0,0,
EW1,0,0,41,R,N/A,0,0,
EW1,18,0,57,G,N/A,0,1,
EW1,5,0,48,G,N/A,0,0,
EW1,24,0,44,G,N/A,0,1,
EW1,10,0,46,G,N/A,0,1,
EW1,5,0,43,G,N/A,0,0,
EW1,21,0,27,G,N/A,0,0,
EW1,23,0,47,G,N/A,0,0,
EW1,21,0,57,G,N/A,0,0,
EW1,16,0,45,G,N/A,0,0,
EW1,16,0,50,G,N/A,0,0,
EW1,19,0,53,G,N/A,0,0,
EW1,18,0,45,G,N/A,0,0,
EW1,21,0,33,G,N/A,0,1,
EW1,18,0,55,G,N/A,0,1,
EW1,3,0,81,G,N/A,0,0,
EW1,24,0,68,G,N/A,0,0,
EW1,3,0,50,G,N/A,0,0,
EW1,10,0,65,G,N/A,0,0,
EW1,10,0,51,G,N/A,0,0,
EW1,17,0,78,G,N/A,0,1,
EW1,0,0,64,G,N/A,0,0,
EW1,22,0,47,G,N/A,0,0,
EW1,14,0,44,G,N/A,0,0,
EW1,11,0,29,G,N/A,0,0,
EW1,2,0,20,G,N/A,0,0,
EW1,24,0,49,A,N/A,0,0,
EW1,14,0,73,A,N/A,0,1,
EW1,8,0,46,A,N/A,0,1,
EW1,3,0,31,A,N/A,0,0,
EW1,4,0,68,A,N/A,0,0,
EW1,0,2,83,R,N/A,0,0,
EW1,0,3,83,R,N/A,0,0,
EW1,0,0,94,R,N/A,0,0,
EW1,0,0,76,R,N/A,0,0,
EW1,0,0,57,R,N/A,0,1,
EW1,0,0,53,R,N/A,0,0,
EW1,0,0,44,R,N/A,0,0,
EW1,0,0,51,R,N/A,0,0,
EW1,0,0,65,R,N/A,0,0,
EW1,0,0,43,R,N/A,0,0,
EW1,0,0,29,R,N/A,0,0,
EW1,0,0,30,R,N/A,0,0,
EW1,0,0,36,R,N/A,0,0,
EW1,0,0,28,R,N/A,0,0,
EW1,0,0,32,R,N/A,0,1,
EW1,0,0,47,R,N/A,0,0,
EW1,0,0,29,R,N/A,0,1,
EW1,0,0,28,R,N/A,0,0,
EW1,0,0,41,R,N/A,0,0,
EW1,0,0,64,R,N/A,0,0,
EW1,0,0,58,R,N/A,0,0,
EW1,0,0,68,R,N/A,0,0,
EW1,0,0,60,R,N/A,0,0,
EW1,0,0,61,R,N/A,0,0,
EW1,0,0,63,R,N/A,0,0,
EW1,0,0,41,R,N/A,0,0,
EW1,0,0,68,R,N/A,0,0,
EW1,0,0,70,R,N/A,0,0,
EW1,0,0,83,R,N/A,0,1,
EW1,0,0,94,R,N/A,0,0,
EW1,11,0,94,G,N/A,0,0,
EW1,2,0,52,G,N/A,0,0,
EW1,11,0,56,G,N/A,0,0,
EW1,22,0,69,G,N/A,0,0,
EW1,21,0,83,G,N/A,0,0,
EW1,16,0,90,G,N/A,0,0,
EW1,15,0,60,G,N/A,0,0,
EW1,14,0,77,G,N/A,0,0,
EW1,16,0,82,G,N/A,0,0,
EW1,19,0,78,G,N/A,0,0,
EW1,14,0,92,G,N/A,0,0,
EW1,12,0,60,G,N/A,0,0,
EW1,1,0,56,G,N/A,0,1,
EW1,6,0,48,G,N/A,0,0,
EW1,13,0,52,G,N/A,0,0,
EW1,17,0,41,G,N/A,0,0,
EW1,8,0,57,G,N/A,0,0,
EW1,20,0,64,G,N/A,0,1,
EW1,21,0,73,G,N/A,0,0,
EW1,17,0,73,G,N/A,0,0,
EW1,12,0,55,G,N/A,0,0,
EW1,14,0,61,G,N/A,0,0,
EW1,11,0,76,G,N/A,0,1,
EW1,0,0,77,G,N/A,0,0,
EW1,18,0,57,G,N/A,0,0,
EW1,1,0,57,A,N/A,0,0,
EW1,7,0,43,A,N/A,0,0,
EW1,21,0,45,A,N/A,0,0,
EW1,19,0,72,A,N/A,0,0,
EW1,5,0,80,A,N/A,0,0,
EW1,0,1,58,R,N/A,0,0,
EW1,0,0,48,R,N/A,0,0,
EW1,0,1,63,R,N/A,0,0,
EW1,0,0,42,R,N/A,0,0,
EW1,0,2,58,R,N/A,0,0,
EW1,0,0,70,R,N/A,0,0,
EW1,0,0,57,R,N/A,0,0,
EW1,0,0,62,R,N/A,0,0,
EW1,0,0,62,R,N/A,0,1,
EW1,0,0,69,R,N/A,0,0,
EW1,0,0,57,R,N/A,0,0,
EW1,0,0,75,R,N/A,0,0,
EW1,0,0,55,R,N/A,0,0,
EW1,0,0,43,R,N/A,0,0,
EW1,0,0,60,R,N/A,0,1,
EW1,0,0,59,R,N/A,0,0,
EW1,0,0,78,R,N/A,0,0,
EW1,0,0,72,R,N/A,0,0,
EW1,0,0,65,R,N/A,0,0,
EW1,0,0,40,R,N/A,0,0,
EW1,0,0,35,R,N/A,0,0,
EW1,0,0,46,R,N/A,0,0,
EW1,0,0,76,R,N/A,0,0,
EW1,0,0,59,R,N/A,0,0,
EW1,0,0,48,R,N/A,0,0,
EW1,0,0,73,R,N/A,0,1,
EW1,0,0,65,R,N/A,0,0,
EW1,0,0,75,R,N/A,0,0,
